asset_id;intake_date;assessment_duration_hrs;refurb_start_date;refurb_completion_date;parts_cost;labor_hours;final_condition_score;refurb_success;certification_achieved
AST001566;15/6/2024;4;20/6/2024;21/6/2024;165.74;5.1;10;TRUE;e-Stewards
AST001567;21/11/2021;6.4;26/11/2021;26/11/2021;85.32;7.6;6.6;FALSE;
AST001568;26/10/2022;3.6;2/11/2022;2/11/2022;20.91;1.2;8;TRUE;e-Stewards
AST001569;18/1/2023;2.5;19/1/2023;19/1/2023;24.32;3.2;9.6;TRUE;ISO14001
AST001571;15/9/2023;6.9;17/9/2023;17/9/2023;38.76;2.1;10;TRUE;ISO14001
AST001572;31/8/2022;1.9;4/9/2022;4/9/2022;43.51;3.8;8.4;TRUE;R2
AST001574;16/3/2022;1.6;19/3/2022;19/3/2022;12.05;4.2;7.9;TRUE;R2
AST001575;24/3/2023;1.9;27/3/2023;27/3/2023;24.53;1;10;TRUE;e-Stewards
AST001576;6/4/2024;5.2;12/4/2024;12/4/2024;41.54;2.4;9.7;TRUE;e-Stewards
AST001579;21/5/2023;3.7;25/5/2023;25/5/2023;14;1.8;10;TRUE;R2
AST001580;21/3/2022;4.4;25/3/2022;25/3/2022;35.23;2.5;10;TRUE;ISO14001
AST001581;20/4/2024;4.8;23/4/2024;23/4/2024;168.79;6.1;10;TRUE;e-Stewards
AST001583;29/8/2024;5.3;6/9/2024;6/9/2024;38.28;1;10;TRUE;e-Stewards
AST001584;9/12/2021;8;11/12/2021;11/12/2021;31.08;2.1;7.6;TRUE;ISO14001
AST001586;3/7/2022;2.2;6/7/2022;7/7/2022;25.42;5.4;6.3;TRUE;R2
AST001587;12/10/2024;3.2;15/10/2024;15/10/2024;44.53;2.1;10;TRUE;e-Stewards
AST001588;21/6/2021;3.3;22/6/2021;23/6/2021;47.2;3.8;8.7;TRUE;e-Stewards
AST001589;12/2/2022;4.7;17/2/2022;17/2/2022;52.68;2.4;8.8;TRUE;e-Stewards
AST001591;18/3/2023;4.9;21/3/2023;21/3/2023;16.06;1.4;10;FALSE;
AST001592;28/8/2022;2.4;29/8/2022;29/8/2022;42.45;3.8;9.8;TRUE;e-Stewards
AST001593;12/6/2022;3.1;16/6/2022;16/6/2022;41.39;4.3;8.4;TRUE;e-Stewards
AST001595;23/11/2023;6.6;25/11/2023;25/11/2023;19.22;1;10;TRUE;R2
AST001596;16/7/2023;8;18/7/2023;18/7/2023;47.31;2.9;9.5;TRUE;e-Stewards
AST001597;31/12/2021;3.2;3/1/2022;3/1/2022;75.82;4.2;8.1;TRUE;ISO14001
AST001598;14/4/2021;5.5;18/4/2021;18/4/2021;39.74;2.1;7.5;TRUE;R2
AST001599;2/11/2022;4;9/11/2022;10/11/2022;107.06;15.2;8.6;FALSE;
AST001600;12/5/2024;6.6;14/5/2024;14/5/2024;229.51;13.1;9.7;TRUE;e-Stewards
AST001601;8/4/2022;2.1;11/4/2022;11/4/2022;41.62;1.9;8.7;TRUE;ISO14001
AST001603;16/12/2023;6.2;22/12/2023;22/12/2023;73.92;4.6;7.9;TRUE;ISO14001
AST001605;17/6/2023;1.9;24/6/2023;24/6/2023;23.48;1.4;10;FALSE;
AST001606;7/3/2023;7.9;14/3/2023;14/3/2023;17.96;3.5;9.8;TRUE;R2
AST001607;20/3/2023;1.3;22/3/2023;23/3/2023;48.97;2.7;10;TRUE;R2
AST001608;12/6/2022;6;20/6/2022;20/6/2022;17.42;2.7;10;TRUE;e-Stewards
AST001609;12/7/2023;5.4;15/7/2023;15/7/2023;39.41;2.2;10;TRUE;R2
AST001610;17/9/2024;8;19/9/2024;19/9/2024;21.22;1;10;TRUE;R2
AST001611;14/10/2022;3;15/10/2022;15/10/2022;48.66;1.6;8.1;TRUE;ISO14001
AST001612;21/1/2022;3.2;22/1/2022;23/1/2022;39.34;3;7.5;TRUE;ISO14001
AST001613;7/7/2024;1.2;15/7/2024;16/7/2024;27.7;1;10;TRUE;e-Stewards
AST001614;10/7/2020;8;12/7/2020;12/7/2020;84.02;6;6.7;TRUE;e-Stewards
AST001615;20/4/2023;5.5;27/4/2023;27/4/2023;196.12;4.4;10;FALSE;
AST001616;23/9/2021;3.3;26/9/2021;26/9/2021;19.52;2.6;9.6;TRUE;e-Stewards
AST001618;7/11/2021;1.6;11/11/2021;11/11/2021;156.69;11.6;7.8;FALSE;
AST001619;12/8/2022;2;15/8/2022;15/8/2022;20.94;3;9.6;TRUE;e-Stewards
AST001620;7/1/2020;8;12/1/2020;12/1/2020;45.81;3.9;5.8;TRUE;e-Stewards
AST001621;25/4/2022;4.2;26/4/2022;27/4/2022;75.66;5.2;7.5;TRUE;R2
AST001622;9/12/2023;1.6;13/12/2023;13/12/2023;14.94;1.4;10;TRUE;R2
AST001623;16/7/2022;2.6;28/7/2022;29/7/2022;110.28;12.6;8.2;TRUE;ISO14001
AST001624;21/1/2023;5.3;24/1/2023;24/1/2023;36.83;2;9.2;TRUE;R2
AST001625;5/5/2023;3.4;6/5/2023;7/5/2023;178.72;7.2;10;TRUE;ISO14001
AST001626;26/5/2022;1.3;27/5/2022;28/5/2022;45.59;1;7.5;TRUE;R2
AST001627;18/3/2021;4.1;20/3/2021;20/3/2021;13.64;2.6;9.3;TRUE;R2
AST001628;17/4/2022;4.2;18/4/2022;18/4/2022;37.49;1.4;9.3;TRUE;ISO14001
AST001629;11/7/2024;8;13/7/2024;13/7/2024;23.18;1.8;10;TRUE;ISO14001
AST001631;3/12/2020;6.2;6/12/2020;6/12/2020;72.65;5.3;4.9;TRUE;R2
AST001633;14/4/2021;2.6;18/4/2021;18/4/2021;63.06;3.9;8;TRUE;R2
AST001634;6/5/2023;8;7/5/2023;8/5/2023;39.28;2.2;8.6;FALSE;
AST001636;19/7/2021;4.9;26/7/2021;26/7/2021;42.27;2.5;7.8;TRUE;ISO14001
AST001637;11/8/2021;5.5;14/8/2021;14/8/2021;56.88;3.8;8.2;TRUE;None
AST001638;18/10/2022;2;23/10/2022;24/10/2022;100.73;8.8;10;TRUE;None
AST001639;2/8/2021;2.6;8/8/2021;8/8/2021;29.09;2.3;8.5;TRUE;None
AST001640;25/9/2023;1.5;28/9/2023;28/9/2023;36.94;1.5;10;TRUE;R2
AST001641;5/3/2023;1.2;8/3/2023;9/3/2023;53.8;4.3;8.9;TRUE;ISO14001
AST001642;5/6/2024;4.3;6/6/2024;6/6/2024;40.85;3.4;9.9;TRUE;ISO14001
AST001643;16/1/2023;1.7;22/1/2023;22/1/2023;23.75;1.8;10;TRUE;R2
AST001644;31/7/2021;2.1;8/8/2021;8/8/2021;77.5;8.5;9.1;TRUE;e-Stewards
AST001646;15/6/2020;2.8;16/6/2020;16/6/2020;33.99;5.4;8.3;TRUE;ISO14001
AST001648;16/8/2020;2.6;18/8/2020;18/8/2020;29.46;4.1;8.1;TRUE;R2
AST001649;26/7/2021;8;30/7/2021;30/7/2021;16.18;1;10;TRUE;e-Stewards
AST001651;6/3/2023;3.8;7/3/2023;7/3/2023;48.35;1;8.3;TRUE;R2
AST001652;1/12/2023;2.5;2/12/2023;2/12/2023;40.88;4.1;8;FALSE;
AST001654;22/5/2023;3;24/5/2023;24/5/2023;12.19;1;10;TRUE;None
AST001655;12/12/2023;4;14/12/2023;14/12/2023;35.14;2.2;9.9;TRUE;e-Stewards
AST001656;29/3/2021;3;31/3/2021;1/4/2021;212.48;12.7;9.7;FALSE;
AST001657;4/7/2023;2.5;5/7/2023;5/7/2023;55.89;3.8;9.5;TRUE;e-Stewards
AST001658;10/4/2022;3.5;14/4/2022;14/4/2022;46.53;4.5;7.1;TRUE;None
AST001659;26/6/2021;8;27/6/2021;28/6/2021;30.81;3.2;8.2;TRUE;R2
AST001660;19/1/2023;4.3;25/1/2023;25/1/2023;28.33;3.7;9.1;TRUE;ISO14001
AST001662;2/8/2021;1.3;5/8/2021;5/8/2021;80.21;4.2;7.4;FALSE;
AST001663;17/10/2021;3.8;19/10/2021;19/10/2021;51.14;3.9;8.2;FALSE;
AST001664;9/2/2022;3.4;10/2/2022;10/2/2022;74.4;2.7;7.7;FALSE;
AST001665;20/7/2024;3.4;21/7/2024;21/7/2024;9.4;1;10;TRUE;ISO14001
AST001666;21/6/2023;3.8;1/7/2023;2/7/2023;29.19;1.6;10;TRUE;R2
AST001669;3/6/2022;2.3;5/6/2022;5/6/2022;23.97;1;10;TRUE;R2
AST001670;16/2/2022;2.7;22/2/2022;22/2/2022;32.48;5.8;8;TRUE;None
AST001671;18/8/2024;2.5;20/8/2024;20/8/2024;43.51;3;10;TRUE;e-Stewards
AST001672;30/4/2023;1.7;4/5/2023;4/5/2023;43.23;3.9;10;TRUE;e-Stewards
AST001673;11/9/2022;8;16/9/2022;17/9/2022;34.67;3.8;8;TRUE;e-Stewards
AST001674;15/8/2023;3;17/8/2023;17/8/2023;43.67;2.8;9.1;FALSE;
AST001675;12/2/2022;3.5;15/2/2022;15/2/2022;17.17;2;9.1;TRUE;ISO14001
AST001676;15/1/2022;6.5;20/1/2022;20/1/2022;32.17;3.4;6.9;TRUE;e-Stewards
AST001677;4/7/2023;5.5;10/7/2023;11/7/2023;22.43;1;10;TRUE;None
AST001678;24/7/2024;3.5;28/7/2024;28/7/2024;18.6;4.8;9.4;TRUE;e-Stewards
AST001680;8/12/2021;3.2;19/12/2021;19/12/2021;58.18;3.2;6.7;TRUE;e-Stewards
AST001681;18/10/2022;5.5;19/10/2022;19/10/2022;63.54;4;8.3;TRUE;None
AST001682;10/10/2023;2.7;13/10/2023;13/10/2023;50.58;3.1;10;TRUE;ISO14001
AST001683;3/11/2022;3.9;7/11/2022;7/11/2022;57.94;2.6;8.6;TRUE;ISO14001
AST001684;22/7/2021;4.9;24/7/2021;24/7/2021;37.83;4.4;7;TRUE;ISO14001
AST001685;9/1/2023;5.1;17/1/2023;17/1/2023;55.4;2.5;8.3;TRUE;R2
AST001686;11/1/2021;1.7;15/1/2021;15/1/2021;58.37;5.5;6.9;TRUE;R2
AST001687;25/7/2022;2;1/8/2022;1/8/2022;39.21;3.6;9.8;TRUE;R2
AST001688;24/3/2020;4.7;25/3/2020;26/3/2020;56.83;6.2;7;FALSE;
AST001689;25/12/2020;4.4;28/12/2020;29/12/2020;322.31;17.2;7.4;TRUE;None
AST001690;27/7/2023;7.7;30/7/2023;31/7/2023;102.21;7.7;8.7;TRUE;None
AST001691;17/6/2023;3.4;19/6/2023;19/6/2023;44.06;5.2;8.1;TRUE;R2
AST001692;9/1/2021;4.8;12/1/2021;12/1/2021;62.11;5.2;6.9;FALSE;
AST001693;1/8/2021;2.1;5/8/2021;5/8/2021;72.18;5.8;7.9;TRUE;e-Stewards
AST001694;15/2/2020;2.9;22/2/2020;23/2/2020;63.34;6.7;7;TRUE;R2
AST001695;28/2/2021;3.1;8/3/2021;8/3/2021;34.98;1.4;9.5;TRUE;None
AST001696;10/5/2021;2.8;13/5/2021;13/5/2021;140.42;10.9;8.5;TRUE;ISO14001
AST001697;7/4/2021;4;10/4/2021;10/4/2021;80.39;5.3;6;TRUE;e-Stewards
AST001698;17/10/2022;3.3;18/10/2022;18/10/2022;11.84;1;9;TRUE;R2
AST001699;25/4/2024;2.1;28/4/2024;28/4/2024;51.39;1.3;8.8;TRUE;ISO14001
AST001700;23/6/2024;3.2;26/6/2024;26/6/2024;20.4;2.5;10;TRUE;e-Stewards
AST001701;29/10/2022;5.3;5/11/2022;5/11/2022;65.73;3.5;8.8;FALSE;
AST001702;20/9/2020;1.3;22/9/2020;22/9/2020;45.82;3.3;8;TRUE;e-Stewards
AST001704;11/1/2021;2.3;13/1/2021;13/1/2021;34.51;6.4;7.3;TRUE;ISO14001
AST001705;4/4/2023;3.4;6/4/2023;7/4/2023;125.01;16.3;8.3;FALSE;
AST001706;22/10/2020;5.3;24/10/2020;24/10/2020;26.04;1.5;9.3;TRUE;None
AST001707;7/9/2022;1.2;10/9/2022;10/9/2022;51.96;4.3;9.5;FALSE;
AST001708;21/10/2023;2.1;24/10/2023;24/10/2023;23.01;1;10;TRUE;e-Stewards
AST001710;14/6/2022;3.7;23/6/2022;24/6/2022;82.31;10.1;10;FALSE;
AST001711;20/8/2023;6.6;23/8/2023;23/8/2023;43.38;3.6;10;FALSE;
AST001712;25/6/2023;3.5;28/6/2023;28/6/2023;12.86;1;10;TRUE;e-Stewards
AST001713;15/1/2020;4.4;18/1/2020;18/1/2020;38.71;4.4;7.5;TRUE;e-Stewards
AST001715;22/3/2024;1.9;23/3/2024;23/3/2024;16.43;1;10;TRUE;ISO14001
AST001717;8/8/2023;2.4;11/8/2023;11/8/2023;41.14;3.5;9;TRUE;e-Stewards
AST001719;11/11/2023;2.4;12/11/2023;12/11/2023;35.52;1.9;10;TRUE;R2
AST001720;23/7/2022;4.3;24/7/2022;25/7/2022;199.46;9;10;TRUE;ISO14001
AST001722;2/12/2022;1.4;4/12/2022;4/12/2022;43.68;2.4;9.6;TRUE;R2
AST001723;17/6/2022;8;19/6/2022;19/6/2022;24.83;2.1;8.5;TRUE;e-Stewards
AST001724;25/8/2022;1.8;4/9/2022;4/9/2022;45.25;1.4;8.3;FALSE;
AST001725;7/9/2023;3.4;15/9/2023;16/9/2023;34.73;2.9;8.8;TRUE;e-Stewards
AST001728;9/9/2021;2;12/9/2021;13/9/2021;18.32;2.7;8.9;TRUE;R2
AST001730;1/8/2021;4.5;8/8/2021;9/8/2021;70.31;3.5;6.3;TRUE;R2
AST001732;23/11/2021;3;24/11/2021;24/11/2021;56.51;3.5;7.9;FALSE;
AST001733;7/6/2021;5.4;13/6/2021;13/6/2021;21.3;3;7.3;TRUE;e-Stewards
AST001734;17/7/2020;8;20/7/2020;20/7/2020;39.45;4.7;7.9;FALSE;
AST001736;13/6/2023;5.8;20/6/2023;21/6/2023;164.02;7.3;10;TRUE;ISO14001
AST001737;26/7/2023;3.3;2/8/2023;2/8/2023;63.29;2.7;7.9;TRUE;e-Stewards
AST001738;5/6/2022;7.5;15/6/2022;15/6/2022;39.05;2.4;8.1;TRUE;R2
AST001739;22/1/2021;1.7;23/1/2021;23/1/2021;25.36;4.1;7.5;TRUE;R2
AST001740;23/1/2020;2.6;5/2/2020;5/2/2020;25.66;3;9.5;TRUE;e-Stewards
AST001742;29/5/2023;6.7;3/6/2023;3/6/2023;23.48;2.1;10;TRUE;ISO14001
AST001743;1/7/2022;8;2/7/2022;3/7/2022;14.45;1.9;6.6;TRUE;e-Stewards
AST001744;22/7/2023;1.4;27/7/2023;27/7/2023;21.5;2.4;8.8;TRUE;ISO14001
AST001745;23/6/2021;5.4;24/6/2021;24/6/2021;41.77;5.9;5.9;TRUE;R2
AST001746;14/12/2020;1.8;16/12/2020;16/12/2020;92.98;7.2;5.7;TRUE;e-Stewards
AST001748;22/4/2020;4.5;29/4/2020;29/4/2020;43.35;3;9.5;TRUE;e-Stewards
AST001749;5/4/2020;8;17/4/2020;18/4/2020;60.3;3.9;6.8;TRUE;R2
AST001751;3/7/2021;7.4;6/7/2021;6/7/2021;62.94;5.1;7.7;TRUE;ISO14001
AST001752;12/6/2021;2.8;15/6/2021;15/6/2021;35.87;5.3;4.8;FALSE;
AST001753;7/7/2024;1.3;11/7/2024;11/7/2024;155.02;4.6;10;TRUE;R2
AST001754;11/8/2024;2.5;13/8/2024;13/8/2024;20.15;1.8;10;TRUE;R2
AST001755;30/10/2023;8;9/11/2023;9/11/2023;124.73;6.7;10;TRUE;None
AST001758;4/4/2024;5.3;11/4/2024;11/4/2024;19.25;1;10;FALSE;
AST001759;23/4/2022;6.7;28/4/2022;28/4/2022;28.03;3.1;10;TRUE;ISO14001
AST001760;28/3/2021;5;30/3/2021;30/3/2021;34.19;5.8;5.7;TRUE;R2
AST001761;1/1/2023;3.3;9/1/2023;9/1/2023;28.54;5.9;9.1;TRUE;e-Stewards
AST001762;7/1/2023;5.6;8/1/2023;8/1/2023;27.56;1.6;9.5;FALSE;
AST001763;23/3/2022;2.5;24/3/2022;24/3/2022;27.34;1;10;TRUE;e-Stewards
AST001765;2/9/2023;3.9;9/9/2023;9/9/2023;12.09;1.6;10;TRUE;R2
AST001766;13/4/2024;1.9;19/4/2024;19/4/2024;42.8;3;8.2;TRUE;e-Stewards
AST001767;8/8/2020;2.7;10/8/2020;10/8/2020;45.73;7.5;6.9;TRUE;R2
AST001768;4/5/2023;2.7;5/5/2023;5/5/2023;57.32;2.6;9.9;TRUE;R2
AST001769;18/3/2024;3.7;21/3/2024;21/3/2024;98.18;7.3;10;TRUE;ISO14001
AST001770;3/8/2020;1.9;7/8/2020;7/8/2020;42.2;2.8;7.2;TRUE;R2
AST001771;4/6/2023;1.9;9/6/2023;9/6/2023;37.97;3.7;9;FALSE;
AST001772;6/9/2023;3.6;10/9/2023;10/9/2023;44.03;3;9.1;TRUE;e-Stewards
AST001774;18/5/2024;5.9;21/5/2024;21/5/2024;59.74;3.1;9.4;TRUE;R2
AST001775;9/4/2024;2.8;22/4/2024;22/4/2024;25.59;2.3;10;TRUE;R2
AST001776;8/9/2024;1.9;13/9/2024;13/9/2024;99.52;15;8.5;TRUE;e-Stewards
AST001777;26/7/2022;2.3;30/7/2022;30/7/2022;54.82;3.2;9.4;TRUE;R2
AST001778;2/4/2022;7.3;12/4/2022;12/4/2022;78.95;6.2;10;FALSE;
AST001779;21/8/2020;5.4;23/8/2020;24/8/2020;135.24;13.1;7.9;TRUE;R2
AST001780;25/6/2020;3.5;1/7/2020;1/7/2020;39.79;8.6;6.5;FALSE;
AST001781;27/4/2021;2.5;29/4/2021;29/4/2021;20.6;2.8;8.2;FALSE;
AST001782;8/3/2020;2.4;9/3/2020;10/3/2020;22.64;5.7;7.1;TRUE;R2
AST001783;15/12/2023;2.5;22/12/2023;22/12/2023;41.57;2.3;10;TRUE;R2
AST001784;4/1/2024;3.3;9/1/2024;9/1/2024;20.61;3.5;10;TRUE;R2
AST001785;24/7/2021;2.7;26/7/2021;26/7/2021;61.32;7.6;7.3;TRUE;None
AST001786;1/3/2021;1.6;2/3/2021;2/3/2021;21.71;4.3;7.4;TRUE;e-Stewards
AST001787;26/3/2020;1.9;2/4/2020;2/4/2020;42.86;2.5;7.4;TRUE;e-Stewards
AST001788;12/11/2020;2.1;17/11/2020;17/11/2020;62.44;3;7.6;FALSE;
AST001790;1/7/2023;2.3;4/7/2023;4/7/2023;39.84;3.4;9.8;FALSE;
AST001791;7/7/2021;2.4;11/7/2021;11/7/2021;64.48;3.6;7.4;TRUE;e-Stewards
AST001792;7/9/2020;1.8;9/9/2020;9/9/2020;48.76;2.7;9.3;TRUE;None
AST001793;13/5/2020;4.4;17/5/2020;17/5/2020;59.2;5.3;5.4;TRUE;e-Stewards
AST001794;15/12/2022;2.8;16/12/2022;16/12/2022;18.04;1;9.5;FALSE;
AST001796;22/2/2024;4.3;26/2/2024;26/2/2024;38.72;1.7;9;TRUE;ISO14001
AST001797;16/1/2023;5.2;18/1/2023;18/1/2023;56.58;5;9.9;TRUE;R2
AST001798;1/5/2022;3.7;4/5/2022;5/5/2022;87.16;7.3;6.2;TRUE;e-Stewards
AST001799;16/8/2021;1.8;18/8/2021;19/8/2021;60.47;5.3;8.3;TRUE;ISO14001
AST001800;9/4/2022;5.3;22/4/2022;23/4/2022;234.51;13.6;8.7;FALSE;
AST001801;7/4/2023;7.3;15/4/2023;15/4/2023;58.29;4.5;8.8;TRUE;e-Stewards
AST001802;22/8/2023;2.3;27/8/2023;27/8/2023;22.36;2.4;10;TRUE;e-Stewards
AST001803;22/7/2022;6.7;27/7/2022;27/7/2022;281.35;8.4;9.3;FALSE;
AST001804;31/8/2024;4.7;4/9/2024;4/9/2024;31.6;3.7;10;TRUE;e-Stewards
AST001805;20/12/2021;3.7;23/12/2021;24/12/2021;50;4.1;5.6;TRUE;None
AST001806;6/5/2022;1.6;7/5/2022;7/5/2022;44.12;3.2;8.4;TRUE;R2
AST001809;28/6/2023;3.6;1/7/2023;1/7/2023;14.86;1.7;10;TRUE;R2
AST001810;12/6/2022;2.8;17/6/2022;17/6/2022;78.39;9.1;10;FALSE;
AST001811;25/3/2023;2.1;27/3/2023;27/3/2023;119.57;8.9;10;TRUE;R2
AST001812;22/2/2020;3;23/2/2020;23/2/2020;63.18;4.5;6.6;TRUE;None
AST001815;10/7/2020;5.1;12/7/2020;12/7/2020;40.49;2.6;7.5;TRUE;e-Stewards
AST001816;10/6/2023;4.3;12/6/2023;12/6/2023;21.27;2.4;10;TRUE;None
AST001817;3/8/2023;3.9;6/8/2023;6/8/2023;52.23;1.5;9.8;TRUE;e-Stewards
AST001818;11/9/2023;2.2;14/9/2023;14/9/2023;14.77;2.5;10;TRUE;R2
AST001819;26/6/2020;5.1;28/6/2020;29/6/2020;103.32;11.5;7.5;FALSE;
AST001820;15/4/2021;2.5;17/4/2021;17/4/2021;93.11;6.1;5.9;TRUE;ISO14001
AST001821;5/9/2024;6.2;9/9/2024;9/9/2024;150.13;6.2;10;TRUE;R2
AST001822;28/5/2021;1.7;1/6/2021;2/6/2021;15.13;2.9;9.6;FALSE;
AST001823;7/10/2023;4;8/10/2023;8/10/2023;28.89;6.4;8.7;TRUE;ISO14001
AST001824;10/1/2021;4.4;11/1/2021;11/1/2021;50.49;3.8;5.1;TRUE;e-Stewards
AST001825;9/10/2020;1.7;11/10/2020;12/10/2020;232.32;11.5;8.6;TRUE;ISO14001
AST001826;20/12/2023;3.2;21/12/2023;22/12/2023;33.99;1.1;9.6;TRUE;R2
AST001827;8/10/2023;2.3;10/10/2023;10/10/2023;19.68;3.1;9.7;TRUE;e-Stewards
AST001829;20/7/2021;2.5;24/7/2021;25/7/2021;21.85;7.1;8.7;TRUE;R2
AST001830;19/1/2023;3.9;22/1/2023;22/1/2023;21.56;2.4;10;TRUE;e-Stewards
AST001832;18/8/2023;3.6;21/8/2023;21/8/2023;63.54;4.3;9.9;FALSE;
AST001833;24/6/2020;2.4;26/6/2020;26/6/2020;50.53;4;7.3;TRUE;None
AST001834;1/9/2020;2.6;5/9/2020;6/9/2020;60.98;3.4;7;TRUE;e-Stewards
AST001835;2/3/2022;3.9;12/3/2022;12/3/2022;31.04;3;10;TRUE;e-Stewards
AST001836;19/6/2020;2.8;23/6/2020;23/6/2020;45.7;4;6.4;FALSE;
AST001837;23/7/2024;2.6;25/7/2024;25/7/2024;26.98;3.3;10;TRUE;None
AST001838;24/2/2023;2;9/3/2023;9/3/2023;69.6;4.2;8.1;TRUE;ISO14001
AST001840;9/2/2023;2.8;11/2/2023;11/2/2023;13.92;1.5;10;TRUE;e-Stewards
AST001841;3/1/2022;2.1;9/1/2022;9/1/2022;42.79;4.5;8.1;FALSE;
AST001842;15/4/2023;3.2;16/4/2023;16/4/2023;35.7;4.1;10;TRUE;e-Stewards
AST001843;26/6/2023;5.5;2/7/2023;2/7/2023;41.03;2.3;10;TRUE;R2
AST001844;20/5/2023;5.1;21/5/2023;21/5/2023;38.45;3.7;8.9;TRUE;e-Stewards
AST001846;11/7/2022;4.2;15/7/2022;15/7/2022;45.94;1.7;10;TRUE;R2
AST001847;15/6/2023;7.3;16/6/2023;16/6/2023;36.88;3.5;7.2;FALSE;
AST001848;15/4/2022;7;17/4/2022;17/4/2022;47.76;2.8;8.7;TRUE;e-Stewards
AST001849;12/3/2022;7.3;13/3/2022;14/3/2022;154.07;13.3;10;TRUE;ISO14001
AST001851;12/6/2020;8;13/6/2020;13/6/2020;48.6;4.6;6.4;FALSE;
AST001855;31/8/2021;6.8;6/9/2021;6/9/2021;29.88;2.1;9.5;TRUE;R2
AST001856;6/9/2022;2;8/9/2022;8/9/2022;30.56;3.9;9.9;TRUE;e-Stewards
AST001859;5/3/2024;2.6;7/3/2024;7/3/2024;31.66;1.9;10;TRUE;ISO14001
AST001861;11/9/2021;3.8;14/9/2021;15/9/2021;55.85;5.4;10;TRUE;None
AST001862;13/5/2024;5.7;15/5/2024;15/5/2024;22.3;3.4;10;TRUE;ISO14001
AST001863;6/12/2023;8;20/12/2023;20/12/2023;160.54;16.1;8.5;TRUE;R2
AST001864;6/4/2024;7.5;8/4/2024;8/4/2024;13.57;3.2;10;TRUE;e-Stewards
AST001865;16/3/2023;2.3;18/3/2023;18/3/2023;55.54;3.6;8.6;TRUE;e-Stewards
AST001866;29/11/2021;3.5;1/12/2021;2/12/2021;84.32;5.1;6.5;TRUE;e-Stewards
AST001867;4/3/2023;6.2;5/3/2023;5/3/2023;19.7;3.4;10;TRUE;ISO14001
AST001868;21/3/2022;6.5;26/3/2022;26/3/2022;20.48;2.1;9.8;TRUE;ISO14001
AST001869;19/4/2022;2.6;20/4/2022;20/4/2022;217.13;10.4;10;FALSE;
AST001870;10/4/2024;5.1;13/4/2024;13/4/2024;38.18;3.1;9.4;TRUE;e-Stewards
AST001871;5/5/2021;3.4;9/5/2021;10/5/2021;49.18;1;9.5;TRUE;e-Stewards
AST001872;13/2/2024;2.8;14/2/2024;14/2/2024;26.17;3.2;9.8;TRUE;e-Stewards
AST001875;23/7/2022;4;29/7/2022;29/7/2022;22.33;4.7;8.9;TRUE;R2
AST001876;29/8/2020;4.7;2/9/2020;2/9/2020;26.99;2.8;7.1;FALSE;
AST001877;17/12/2021;1.9;20/12/2021;20/12/2021;76.18;6.5;8;TRUE;R2
AST001878;21/10/2023;3;26/10/2023;27/10/2023;159.2;13.6;8.8;TRUE;R2
AST001879;10/10/2022;2.6;15/10/2022;15/10/2022;9.22;3.8;10;TRUE;ISO14001
AST001880;23/6/2023;6.2;2/7/2023;2/7/2023;48.54;2.2;9.9;TRUE;e-Stewards
AST001881;27/3/2022;2.9;30/3/2022;30/3/2022;39.32;2.1;9.3;TRUE;R2
AST001882;24/1/2023;7.3;28/1/2023;29/1/2023;48.11;2.7;9.6;TRUE;e-Stewards
AST001883;18/2/2024;2.2;20/2/2024;20/2/2024;73.85;6.4;8.8;FALSE;
AST001884;28/1/2021;4.2;31/1/2021;31/1/2021;71.93;5.4;6.8;FALSE;
AST001885;18/11/2021;1.1;19/11/2021;19/11/2021;28.57;3;9.4;TRUE;ISO14001
AST001886;27/7/2023;2.6;29/7/2023;29/7/2023;221;12.4;7.6;TRUE;e-Stewards
AST001887;1/4/2022;4.5;3/4/2022;3/4/2022;243.1;14;9;TRUE;e-Stewards
AST001888;22/9/2023;3.8;25/9/2023;25/9/2023;31.03;2;10;TRUE;e-Stewards
AST001889;19/6/2024;1.8;25/6/2024;25/6/2024;18.48;1.9;10;TRUE;R2
AST001890;21/8/2022;1.6;24/8/2022;24/8/2022;226.58;12.1;8.7;TRUE;R2
AST001891;17/2/2024;4.5;19/2/2024;19/2/2024;46.42;3.2;10;FALSE;
AST001892;16/4/2022;4.7;20/4/2022;20/4/2022;36.89;5.9;7.9;FALSE;
AST001893;16/4/2021;8;18/4/2021;18/4/2021;64.8;6.2;7.3;FALSE;
AST001894;26/6/2022;7.7;28/6/2022;29/6/2022;18.78;5.9;9.5;TRUE;ISO14001
AST001895;4/4/2023;3.4;7/4/2023;7/4/2023;33.85;2.8;9.4;FALSE;
AST001897;25/9/2022;2.8;26/9/2022;26/9/2022;107.01;9.2;10;TRUE;ISO14001
AST001899;30/5/2020;4;31/5/2020;1/6/2020;26.84;3.1;7.6;TRUE;R2
AST001900;23/3/2021;3.2;30/3/2021;30/3/2021;54.39;2.3;8.9;TRUE;R2
AST001901;28/6/2022;3.7;30/6/2022;1/7/2022;12.14;1;10;FALSE;
AST001902;17/11/2023;3;18/11/2023;18/11/2023;60.41;5.9;9.3;TRUE;R2
AST001903;3/7/2023;8;7/7/2023;7/7/2023;8.81;1;10;TRUE;R2
AST001904;9/10/2021;5.7;13/10/2021;13/10/2021;13.29;1.3;10;TRUE;ISO14001
AST001905;28/9/2021;2.7;2/10/2021;2/10/2021;56.84;3.9;8.6;TRUE;e-Stewards
